ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
4325,C,Ship,4,1,277,5,medium,M,3,1527,1
4326,F,Ship,2,3,157,4,low,M,3,1203,1
4327,D,Ship,5,4,132,6,low,F,8,1327,1
4328,F,Ship,5,3,104,4,low,M,3,4885,1
4329,A,Ship,3,4,213,2,medium,F,6,5374,1
4330,B,Ship,5,2,172,2,high,F,1,5112,0
4331,C,Ship,5,2,168,4,low,M,10,5373,1
4332,F,Ship,5,5,192,3,medium,M,3,4015,1
4333,D,Ship,4,1,189,2,low,M,10,4646,0
4334,F,Ship,5,4,255,6,low,M,3,4638,0
4335,A,Ship,5,2,152,3,low,F,2,4172,0
4336,B,Ship,4,3,171,5,low,F,2,5242,1
4337,C,Ship,4,3,177,3,medium,F,4,4551,0
4338,F,Ship,3,2,160,3,low,F,4,4683,0
4339,D,Ship,4,4,233,4,low,M,3,5849,1
4340,F,Ship,3,2,216,3,low,F,10,4083,0
4341,A,Ship,5,3,222,3,low,F,6,4744,1
4342,B,Ship,5,3,260,2,low,M,10,5633,0
4343,C,Ship,5,1,239,2,low,M,5,5759,1
4344,F,Ship,4,4,204,2,medium,F,9,4462,0
4345,D,Ship,3,3,116,5,low,F,6,4524,0
4346,F,Ship,4,3,245,3,low,M,8,4826,0
4347,A,Ship,4,4,280,5,low,F,3,5034,0
4348,B,Ship,3,5,155,4,low,M,6,5386,0
4349,C,Ship,3,2,139,5,low,M,8,4595,0
4350,F,Ship,5,4,237,3,high,M,9,5401,0
4351,D,Ship,2,5,211,4,low,M,1,5673,0
4352,F,Ship,3,4,220,3,medium,F,5,5078,0
4353,A,Ship,5,1,134,2,low,M,8,5646,0
4354,B,Ship,3,2,208,2,low,F,7,4582,1
4355,C,Ship,5,3,198,4,medium,M,2,5316,0
4356,F,Ship,5,1,277,4,low,M,2,5496,0
4357,D,Ship,4,3,144,3,low,M,1,5881,0
4358,F,Road,5,1,201,3,low,M,4,5166,1
4359,A,Road,3,1,201,4,medium,F,9,5721,1
4360,B,Road,5,1,236,2,low,F,2,4987,1
4361,C,Road,4,5,142,2,low,M,2,5150,1
4362,F,Road,5,1,172,5,medium,F,1,4730,0
4363,D,Road,4,3,217,2,medium,F,2,5442,0
4364,F,Road,4,2,231,3,high,M,3,5112,0
4365,A,Road,3,1,200,2,low,F,5,4884,0
4366,B,Road,5,2,260,6,high,M,10,4087,1
4367,C,Road,2,5,216,3,medium,F,2,5098,0
4368,F,Road,5,1,215,2,low,M,3,4700,0
4369,D,Road,5,3,217,3,low,M,6,4934,1
4370,F,Road,3,5,244,3,low,M,3,4652,1
4371,A,Road,4,2,221,3,low,M,10,5632,0
4372,B,Road,4,1,207,2,medium,M,4,4099,0
4373,C,Road,3,3,190,3,medium,M,2,4468,1
4374,F,Road,3,5,199,4,low,M,7,4520,0
4375,D,Road,6,1,246,3,medium,M,7,4733,1
4376,F,Road,3,5,195,3,medium,F,10,5585,0
4377,A,Road,3,2,244,3,medium,M,10,4636,1
4378,B,Road,2,2,158,3,high,F,1,4149,0
4379,C,Road,4,2,254,4,low,F,4,5137,1
4380,F,Flight,3,1,236,2,medium,F,8,5591,0
4381,D,Flight,5,1,255,4,medium,M,9,4881,1
4382,F,Flight,3,1,224,2,low,M,9,4007,1
4383,A,Flight,2,2,204,4,high,M,5,5382,0
4384,B,Flight,3,3,150,2,medium,M,3,5836,0
4385,C,Flight,3,3,134,2,high,M,1,5646,0
4386,F,Flight,3,3,157,4,low,M,7,5974,1
4387,D,Flight,3,2,257,2,medium,F,1,4132,1
4388,F,Flight,5,2,165,3,medium,F,10,5598,0
4389,A,Flight,5,4,175,4,low,M,4,4505,0
4390,B,Flight,3,3,201,2,medium,F,8,5032,1
4391,C,Flight,3,3,175,2,medium,M,2,4814,0
4392,F,Flight,4,2,185,5,low,M,7,4694,1
4393,D,Flight,4,3,202,3,low,M,7,5678,1
4394,F,Flight,3,4,270,2,low,M,4,4681,0
4395,A,Flight,5,3,175,3,low,M,7,4833,1
4396,B,Flight,4,3,149,3,medium,F,3,4781,1
4397,C,Flight,3,1,223,3,medium,F,4,4495,1
4398,F,Flight,5,2,143,4,low,F,10,5400,0
4399,D,Flight,3,3,203,3,medium,M,7,4977,1
4400,F,Flight,4,4,165,6,low,F,5,4640,1
4401,A,Flight,4,3,255,6,low,M,3,4278,1
4402,B,Ship,4,3,218,2,low,F,7,4423,0
4403,C,Ship,4,2,193,2,medium,F,1,5909,0
4404,F,Ship,5,3,187,3,low,F,3,4343,0
4405,D,Ship,3,4,246,3,low,M,1,4020,1
4406,F,Ship,3,2,237,3,medium,F,10,5851,0
4407,A,Ship,3,3,269,3,medium,M,5,4197,1
4408,B,Ship,3,5,107,5,low,F,4,5624,0
4409,C,Ship,3,3,147,3,low,M,4,5805,0
4410,F,Ship,3,4,111,5,medium,F,1,4102,0
4411,D,Ship,3,5,197,3,medium,F,2,4018,1
4412,F,Ship,3,4,257,4,low,M,9,4537,0
4413,A,Ship,5,4,269,2,medium,F,2,5276,0
4414,B,Ship,3,2,224,2,medium,F,3,4405,0
4415,C,Ship,3,3,262,2,medium,F,10,5032,0
4416,F,Ship,5,3,181,3,high,M,7,5675,1
4417,D,Ship,3,5,159,3,medium,M,9,4555,0
4418,F,Ship,3,2,207,2,low,M,9,4671,0
4419,A,Ship,3,1,238,3,medium,F,5,4399,1
4420,B,Ship,2,3,239,3,high,M,1,5910,0
4421,C,Ship,4,5,206,2,low,F,10,4264,1
4422,F,Ship,4,1,159,4,low,M,5,5420,1
4423,D,Ship,3,4,207,2,medium,M,10,4706,0
4424,F,Ship,4,3,262,2,low,M,10,5524,1
4425,A,Ship,3,3,251,2,low,M,3,5168,0
4426,B,Ship,5,5,188,3,low,F,7,4485,1
4427,C,Ship,5,3,254,2,low,F,4,5014,0
4428,F,Ship,4,1,234,3,high,M,10,4375,0
4429,D,Ship,3,5,246,3,medium,F,2,5653,1
4430,F,Ship,4,2,158,3,low,M,3,4527,0
4431,A,Ship,4,1,220,3,medium,M,4,4314,0
4432,B,Ship,4,2,257,3,medium,M,8,5045,1
4433,C,Ship,4,4,143,2,medium,F,3,5630,1
4434,F,Ship,4,5,163,3,high,M,4,5863,0
4435,D,Ship,3,3,171,4,low,M,8,4502,0
4436,F,Ship,3,3,261,4,medium,F,7,4542,1
4437,A,Ship,3,4,212,3,medium,M,10,4663,0
4438,B,Ship,3,4,176,2,low,F,10,4920,0
4439,C,Ship,4,1,257,4,low,M,5,5875,1
4440,F,Ship,4,4,133,2,low,F,10,4768,1
4441,D,Ship,3,2,153,3,medium,F,3,5251,0
4442,F,Ship,6,4,218,6,medium,M,1,4625,1
4443,A,Ship,4,5,164,2,low,F,9,5453,0
4444,B,Ship,3,2,256,2,medium,F,9,4228,1
4445,C,Ship,2,2,150,2,medium,F,9,4917,1
4446,F,Ship,2,4,107,4,high,F,4,4451,1
4447,D,Ship,6,3,219,4,medium,M,6,4885,1
4448,F,Ship,6,1,237,5,high,M,2,5364,0
4449,A,Ship,5,1,246,2,low,F,4,5461,0
4450,B,Ship,4,3,198,3,medium,F,1,5846,1
4451,C,Ship,4,4,176,6,high,M,5,4494,1
4452,F,Ship,5,2,168,2,high,F,3,4928,0
4453,D,Ship,5,2,173,4,medium,M,4,5363,0
4454,F,Ship,4,4,106,2,low,F,10,5173,1
4455,A,Ship,3,1,171,2,medium,F,7,4010,1
4456,B,Ship,5,1,224,2,medium,M,4,5063,0
4457,C,Ship,4,2,216,4,medium,M,3,4887,1
4458,F,Ship,3,3,174,3,medium,F,2,4221,0
4459,D,Ship,4,4,261,6,medium,F,10,4596,1
4460,F,Ship,4,3,229,3,low,F,3,5027,0
4461,A,Ship,4,5,214,3,high,M,6,5646,0
4462,B,Ship,4,5,199,5,medium,M,8,5669,1
4463,C,Ship,5,4,182,3,medium,F,7,5677,1
4464,F,Ship,4,1,152,3,low,M,4,5299,0
4465,D,Ship,4,5,258,2,medium,M,6,5062,1
4466,F,Ship,6,2,182,3,low,M,7,4371,1
4467,A,Ship,2,4,166,3,low,M,8,4968,1
4468,B,Ship,2,3,176,3,low,F,6,5006,0
4469,C,Ship,3,1,193,3,medium,M,3,5154,0
4470,F,Ship,4,4,135,2,low,F,10,4508,1
4471,D,Ship,6,5,213,4,medium,F,3,5549,0
4472,F,Ship,5,5,168,3,low,F,6,4088,1
4473,A,Ship,3,3,264,3,medium,F,6,4247,1
4474,B,Ship,3,1,173,2,low,M,10,4115,1
4475,C,Ship,6,3,142,2,low,F,9,5360,1
4476,F,Ship,2,2,278,2,medium,F,9,4318,0
4477,D,Ship,3,3,197,2,medium,M,10,5255,0
4478,F,Ship,5,4,226,2,low,M,6,4547,0
4479,A,Ship,3,2,197,5,medium,F,9,4291,1
4480,B,Ship,4,5,189,2,medium,M,6,5439,1
4481,C,Ship,2,1,210,2,medium,F,6,5250,0
4482,F,Ship,5,2,149,2,medium,F,8,5396,0
4483,D,Ship,5,4,171,5,medium,M,1,5749,0
4484,F,Ship,5,3,243,3,medium,F,10,4524,1
4485,A,Ship,4,5,171,4,low,F,4,5265,0
4486,B,Ship,5,3,215,4,low,M,5,5915,1
4487,C,Ship,3,4,174,3,medium,F,4,4051,0
4488,F,Ship,6,4,210,5,medium,M,2,4651,0
4489,D,Ship,4,4,135,2,low,F,4,5112,0
4490,F,Ship,3,2,134,3,low,M,6,4778,1
4491,A,Ship,2,5,166,4,medium,F,3,4638,0
4492,B,Ship,5,1,174,3,low,M,10,4008,0
4493,C,Ship,4,4,252,4,medium,F,4,4832,0
4494,F,Ship,5,2,219,4,low,F,7,4787,1
4495,D,Road,4,5,244,2,medium,F,7,5325,1
4496,F,Road,5,5,132,3,low,M,5,4195,1
4497,A,Road,4,2,223,4,low,M,2,5709,0
4498,B,Road,3,4,260,4,low,F,10,4109,0
4499,C,Road,3,4,269,2,medium,M,6,5951,0
4500,F,Road,3,5,170,3,low,F,5,5064,0
4501,D,Road,2,5,170,5,low,F,10,5621,1
4502,F,Road,4,2,173,2,medium,M,2,5327,0
4503,A,Road,4,5,148,8,medium,M,6,5700,0
4504,B,Road,3,5,174,6,medium,F,7,4608,0
4505,C,Road,6,2,263,6,low,F,4,4591,1
4506,F,Road,4,4,142,10,high,F,7,5425,1
4507,D,Road,3,3,183,3,low,M,2,4363,0
4508,F,Road,6,1,174,10,medium,F,1,5784,1
4509,A,Road,4,1,140,3,low,M,4,5210,1
4510,B,Road,6,5,154,2,high,M,7,4359,1
4511,C,Road,4,2,108,10,medium,M,5,4645,0
4512,F,Road,5,2,198,3,low,F,8,4680,0
4513,D,Road,4,2,266,3,high,M,5,4831,1
4514,F,Road,4,4,197,5,low,M,8,4793,0
4515,A,Road,3,1,219,8,low,F,1,4122,1
4516,B,Road,2,4,255,7,low,F,9,5224,1
4517,C,Flight,3,1,255,7,low,F,3,4477,0
4518,F,Flight,5,4,219,4,low,F,8,4540,0
4519,D,Flight,4,4,244,2,medium,F,7,5543,1
4520,F,Flight,5,5,132,3,low,M,3,4263,0
4521,A,Flight,4,4,223,4,low,M,3,5613,0
4522,B,Flight,3,3,260,4,low,M,8,5595,1
4523,C,Flight,3,1,269,2,medium,M,6,5703,1
4524,F,Flight,3,1,170,3,low,M,3,4454,1
4525,D,Flight,2,4,170,5,low,M,10,5448,0
4526,F,Flight,4,5,173,2,medium,F,5,4776,1
4527,A,Flight,4,1,148,8,medium,M,5,4851,1
4528,B,Flight,3,1,174,6,medium,F,4,4910,1
4529,C,Flight,6,1,263,6,low,M,10,5826,0
4530,F,Flight,4,5,142,10,high,F,5,4147,1
4531,D,Flight,3,3,183,3,low,M,4,5322,0
4532,F,Flight,6,1,174,10,medium,M,7,4287,0
4533,A,Flight,4,5,140,3,low,F,7,5383,0
4534,B,Flight,6,3,154,2,high,M,7,4732,0
4535,C,Flight,4,5,108,10,medium,F,7,5928,1
4536,F,Flight,5,3,198,3,low,F,6,5061,1
4537,D,Flight,4,2,266,3,high,M,1,5532,1
4538,F,Flight,4,3,197,5,low,F,8,4209,1
4539,A,Ship,3,1,219,8,low,M,2,5334,0
4540,B,Ship,2,4,255,7,low,M,10,5875,0
4541,C,Ship,3,2,255,7,low,F,3,5936,0
4542,F,Ship,6,2,247,4,low,F,3,1752,0
4543,D,Ship,5,1,275,4,medium,F,6,1569,0
4544,F,Ship,6,5,291,4,low,M,3,1102,1
4545,A,Ship,6,4,265,4,low,F,9,1511,0
4546,B,Ship,7,1,250,5,medium,M,8,1776,0
4547,C,Ship,7,1,291,4,low,F,9,1880,1
4548,F,Ship,6,4,255,4,low,F,3,1569,1
4549,D,Ship,6,5,290,4,medium,F,3,1463,1
4550,F,Ship,5,5,276,4,low,F,7,1742,0
4551,A,Ship,4,3,149,3,medium,F,1,1448,1
4552,B,Ship,6,2,310,4,medium,F,5,1791,1
4553,C,Ship,7,5,273,4,low,F,7,1364,0
4554,F,Ship,6,3,244,4,low,F,5,1668,1
4555,D,Ship,6,4,275,4,low,F,4,1192,1
4556,F,Ship,7,2,308,4,low,F,7,1176,0
4557,A,Ship,6,5,264,4,low,M,6,1005,0
4558,B,Ship,6,2,256,5,medium,F,2,1449,1
4559,C,Ship,5,1,252,4,medium,M,4,1837,0
4560,F,Ship,6,2,244,4,low,F,4,1245,1
4561,D,Ship,6,1,280,4,medium,M,5,1431,0
4562,F,Ship,5,3,227,4,low,F,10,1317,1
4563,A,Ship,6,4,272,4,low,F,7,1706,1
4564,B,Ship,6,2,274,4,medium,M,8,1626,1
4565,C,Ship,6,3,310,4,low,F,2,1817,0
4566,F,Ship,6,2,282,5,medium,M,5,1818,1
4567,D,Ship,6,1,247,4,medium,F,10,1783,0
4568,F,Ship,4,2,262,4,low,M,2,5311,0
4569,A,Ship,3,3,213,3,medium,M,7,4133,0
4570,B,Ship,4,5,136,3,medium,M,7,4817,1
4571,C,Ship,3,5,134,2,low,F,4,5291,0
4572,F,Ship,2,2,171,2,medium,F,6,5105,0
4573,D,Ship,3,2,182,2,low,M,10,4391,1
4574,F,Ship,4,4,185,3,medium,M,9,4469,0
4575,A,Ship,4,2,271,3,medium,F,4,5902,0
4576,B,Ship,4,1,166,5,low,F,1,5463,1
4577,C,Ship,4,2,196,2,low,M,4,5852,0
4578,F,Ship,4,4,157,4,low,M,6,4175,0
4579,D,Ship,4,4,218,2,low,M,4,4104,1
4580,F,Ship,4,3,142,3,medium,F,6,5930,0
4581,A,Ship,3,1,237,2,low,M,9,4626,1
4582,B,Ship,6,3,213,4,low,F,2,5349,0
4583,C,Ship,5,1,241,2,medium,F,3,5391,1
4584,F,Ship,2,2,170,3,high,F,7,4284,1
4585,D,Ship,3,1,156,3,medium,M,9,4278,0
4586,F,Ship,3,4,228,3,medium,F,8,5419,0
4587,A,Ship,3,1,145,3,high,F,10,4364,0
4588,B,Ship,4,1,145,3,low,M,3,5618,1
4589,C,Ship,3,4,166,3,medium,F,8,4369,1
4590,F,Ship,5,5,106,5,medium,F,4,4410,1
4591,D,Ship,5,3,210,3,high,F,4,4819,0
4592,F,Ship,2,1,235,3,medium,F,6,4411,1
4593,A,Ship,4,2,142,2,medium,F,5,4062,0
4594,B,Ship,3,4,271,3,low,F,9,4889,1
4595,C,Ship,4,5,245,3,medium,F,2,5439,1
4596,F,Ship,4,2,192,4,medium,F,2,5503,0
4597,D,Ship,5,4,270,3,medium,M,9,4992,1
4598,F,Ship,4,4,197,3,low,F,7,5099,0
4599,A,Ship,2,1,255,3,medium,F,1,5929,0
4600,B,Ship,5,3,223,2,medium,F,9,5735,0
4601,C,Ship,3,5,256,3,low,M,7,4366,1
4602,F,Ship,4,2,229,2,low,M,9,5026,0
4603,D,Ship,3,3,233,3,low,F,5,4976,1
4604,F,Ship,3,4,164,6,medium,F,4,5567,1
4605,A,Ship,3,1,171,2,medium,F,6,5704,1
4606,B,Ship,5,2,178,5,low,F,5,5167,0
4607,C,Ship,3,1,233,2,high,M,1,5073,1
4608,F,Ship,3,1,232,2,medium,F,2,5104,1
4609,D,Ship,4,2,236,3,low,F,1,4076,0
4610,F,Ship,3,2,197,3,medium,F,3,4491,0
4611,A,Ship,3,3,152,3,low,M,6,5749,1
4612,B,Ship,3,4,219,2,medium,M,7,4883,1
4613,C,Ship,4,2,205,2,low,F,10,5580,0
4614,F,Ship,3,2,142,2,low,M,7,4082,0
4615,D,Ship,6,4,112,4,medium,F,9,4005,1
4616,F,Ship,2,2,254,2,low,F,8,5827,0
4617,A,Ship,4,3,256,3,high,F,1,4323,0
4618,B,Ship,4,4,168,4,medium,F,4,4676,0
4619,C,Ship,3,4,171,3,low,F,5,5872,0
4620,F,Ship,6,5,215,4,medium,M,5,5409,1
4621,D,Ship,3,3,169,3,low,F,9,4317,1
4622,F,Ship,3,3,149,4,medium,F,3,5944,1
4623,A,Ship,4,1,223,3,low,F,9,4832,0
4624,B,Ship,5,3,224,2,low,M,6,5962,1
4625,C,Ship,2,5,186,2,medium,M,10,4506,0
4626,F,Ship,4,4,184,3,medium,F,2,5381,0
4627,D,Ship,3,1,152,3,low,F,3,5839,1
4628,F,Ship,5,3,249,2,low,F,9,4568,0
4629,A,Ship,3,3,173,5,medium,F,10,5840,0
4630,B,Ship,5,5,167,2,medium,M,2,5908,0
4631,C,Ship,5,2,230,2,medium,M,9,4483,0
4632,F,Road,5,3,237,3,low,F,8,5131,0
4633,D,Road,3,4,202,5,high,M,5,4632,0
4634,F,Road,4,3,134,4,low,M,3,5233,0
4635,A,Road,5,3,263,3,medium,F,2,4688,0
4636,B,Road,5,2,272,2,low,F,1,5412,0
4637,C,Road,4,2,231,6,low,M,8,5227,0
4638,F,Road,3,4,190,4,medium,F,7,5963,1
4639,D,Road,5,4,223,2,low,M,5,4424,1
4640,F,Road,5,1,257,3,medium,F,5,4355,0
4641,A,Road,4,4,184,3,medium,M,2,4639,0
4642,B,Road,3,5,193,3,medium,M,1,5810,1
4643,C,Road,4,3,204,2,low,F,7,4717,1
4644,F,Road,3,2,236,3,medium,M,8,5783,0
4645,D,Road,5,3,222,2,medium,M,3,4460,1
4646,F,Road,4,1,140,5,medium,M,6,4001,1
4647,A,Road,3,1,204,3,high,F,9,5093,0
4648,B,Road,3,2,271,2,medium,M,6,5280,1
4649,C,Road,3,1,108,6,medium,F,7,4024,0
4650,F,Road,4,1,206,3,low,F,4,4745,0
4651,D,Road,3,2,180,2,high,F,8,4408,0
4652,F,Road,3,2,193,3,low,F,7,5224,0
4653,A,Road,5,1,238,4,medium,M,10,4668,0
4654,B,Flight,5,3,234,3,low,F,6,4632,0
4655,C,Flight,2,5,271,2,low,F,5,5164,1
4656,F,Flight,5,2,102,5,medium,F,3,4784,0
4657,D,Flight,3,1,185,3,medium,M,7,5474,1
4658,F,Flight,4,1,273,2,high,F,10,5832,1
4659,A,Flight,6,3,233,6,low,F,9,4814,0
4660,B,Flight,5,3,191,2,medium,M,7,5783,1
4661,C,Flight,4,4,239,2,medium,M,4,4304,1
4662,F,Flight,3,3,270,3,low,M,7,4152,0
4663,D,Flight,5,2,279,4,low,F,8,4418,1
4664,F,Flight,5,1,233,4,high,M,2,4615,1
4665,A,Flight,3,3,178,4,high,M,3,4154,1
4666,B,Flight,3,4,184,4,medium,M,2,4052,0
4667,C,Flight,3,5,202,3,low,M,2,5208,0
4668,F,Flight,3,3,149,2,medium,M,3,4527,0
4669,D,Flight,5,2,133,2,high,F,2,4556,0
4670,F,Flight,4,4,224,5,low,F,9,4902,1
4671,A,Flight,4,2,252,2,medium,F,6,5414,0
4672,B,Flight,4,3,208,2,medium,M,6,4276,1
4673,C,Flight,5,3,256,2,low,M,3,4456,0
4674,F,Flight,3,5,206,4,medium,M,10,4321,1
4675,D,Flight,2,1,177,4,low,F,5,4358,0
4676,F,Ship,4,4,269,4,medium,F,3,5032,1
4677,A,Ship,3,5,216,3,high,F,2,4242,0
4678,B,Ship,3,2,221,3,high,F,7,5477,0
4679,C,Ship,5,4,210,3,medium,F,6,5102,0
4680,F,Ship,4,5,205,3,medium,F,9,4411,0
4681,D,Ship,3,3,237,3,low,F,7,4062,0
4682,F,Ship,5,4,139,2,medium,F,2,4217,1
4683,A,Ship,4,4,163,3,low,M,3,4185,1
4684,B,Ship,4,4,171,2,low,M,4,4962,0
4685,C,Ship,4,3,261,3,low,F,9,5994,1
4686,F,Ship,4,3,195,2,low,M,8,4576,0
4687,D,Ship,4,2,190,6,high,M,5,4139,1
4688,F,Ship,5,5,236,3,high,M,4,5724,1
4689,A,Ship,3,4,254,3,medium,M,6,5716,0
4690,B,Ship,3,3,157,3,medium,M,10,4877,0
4691,C,Ship,3,1,245,3,medium,F,1,5325,0
4692,F,Ship,4,1,144,4,medium,M,8,4303,0
4693,D,Ship,5,3,217,4,low,M,3,5718,1
4694,F,Ship,3,3,249,2,low,F,2,5078,0
4695,A,Ship,3,2,176,2,low,F,2,5083,0
4696,B,Ship,3,1,230,2,low,F,1,4970,1
4697,C,Ship,3,5,204,2,medium,F,5,4504,1
4698,F,Ship,4,4,266,2,low,F,5,5601,0
4699,D,Ship,4,3,213,3,low,F,2,5722,0
4700,F,Ship,3,4,147,3,low,F,8,5525,0
4701,A,Ship,3,1,201,3,low,F,3,4556,1
4702,B,Ship,2,4,248,3,low,F,5,5441,0
4703,C,Ship,4,3,167,3,medium,M,5,5791,0
4704,F,Ship,3,4,232,2,low,M,10,5678,0
4705,D,Ship,5,3,163,3,medium,M,9,4419,1
4706,F,Ship,4,4,201,5,medium,M,3,5901,1
4707,A,Ship,4,5,252,2,low,F,9,4157,0
4708,B,Ship,3,1,146,4,low,F,10,4583,0
4709,C,Ship,5,1,160,3,medium,M,3,5839,0
4710,F,Ship,5,2,167,4,low,M,10,4325,0
4711,D,Ship,4,2,224,2,medium,F,8,4781,1
4712,F,Ship,4,2,239,3,medium,F,5,5978,0
4713,A,Ship,4,1,151,6,low,M,7,4387,0
4714,B,Ship,4,5,264,3,low,F,10,5972,0
4715,C,Ship,4,2,242,3,medium,M,8,4644,1
4716,F,Ship,3,3,204,4,high,M,9,4712,0
4717,D,Ship,3,5,260,2,medium,M,1,5970,0
4718,F,Ship,3,2,279,3,medium,F,6,4560,0
4719,A,Ship,3,4,225,4,low,F,8,5209,0
4720,B,Ship,3,5,190,3,low,M,9,4468,0
4721,C,Ship,4,2,152,2,low,M,7,5026,0
4722,F,Ship,3,2,201,6,medium,M,7,4723,1
4723,D,Ship,3,2,191,2,medium,M,7,5357,0
4724,F,Ship,4,3,140,3,low,M,1,4453,0
4725,A,Ship,5,3,199,4,medium,F,8,5362,0
4726,B,Ship,4,1,194,3,medium,F,6,5282,0
4727,C,Ship,4,2,273,2,low,F,5,5608,1
4728,F,Ship,4,5,259,2,medium,F,4,4092,1
4729,D,Ship,4,3,180,3,medium,M,5,4038,1
4730,F,Ship,5,3,251,2,low,M,9,4458,0
4731,A,Ship,5,1,269,3,low,F,5,5031,0
4732,B,Ship,6,3,274,6,medium,F,2,4281,0
4733,C,Ship,5,5,250,2,medium,M,10,5475,1
4734,F,Ship,3,5,265,3,medium,F,8,5980,0
4735,D,Ship,4,3,169,10,medium,F,6,5106,1
4736,F,Ship,3,4,211,3,high,M,8,5191,1
4737,A,Ship,4,4,245,2,low,M,6,5772,0
4738,B,Ship,4,1,188,2,low,M,6,5894,1
4739,C,Ship,3,5,244,2,medium,F,10,4064,1
4740,F,Ship,3,5,233,3,medium,F,7,5787,0
4741,D,Ship,3,1,144,3,medium,F,6,4163,0
4742,F,Ship,3,5,221,2,low,F,6,5289,0
4743,A,Ship,3,5,267,2,high,M,2,5062,1
4744,B,Ship,3,1,211,3,high,F,7,5178,0
4745,C,Ship,4,1,205,3,low,F,10,4923,0
4746,F,Ship,3,2,144,3,high,M,1,5307,0
4747,D,Ship,3,3,195,7,medium,F,4,4614,0
4748,F,Ship,5,5,232,7,medium,M,6,5139,0
4749,A,Ship,5,3,199,10,medium,F,1,5865,0
4750,B,Ship,5,5,232,3,low,F,5,5338,0
4751,C,Ship,5,4,272,2,low,F,1,5983,1
4752,F,Ship,2,4,167,2,medium,M,1,4344,0
4753,D,Ship,3,4,272,8,high,F,10,4070,0
4754,F,Ship,6,2,247,4,low,M,10,1556,0
4755,A,Ship,5,5,275,4,medium,M,9,1215,1
4756,B,Ship,6,4,291,4,low,F,8,1131,0
4757,C,Ship,6,5,265,4,low,M,7,1404,1
4758,F,Ship,7,3,250,5,medium,F,4,1163,1
4759,D,Ship,7,2,291,4,low,F,8,1275,0
4760,F,Ship,6,5,255,4,low,F,9,1197,0
4761,A,Ship,6,5,290,4,medium,M,2,1867,1
4762,B,Ship,5,5,276,4,low,M,2,1411,1
4763,C,Ship,4,1,149,3,medium,F,8,1136,0
4764,F,Ship,3,3,201,6,medium,M,2,4984,0
4765,D,Ship,3,4,191,2,medium,M,8,5667,1
4766,F,Ship,4,4,140,3,low,F,4,5924,1
4767,A,Ship,5,4,199,4,medium,M,2,4902,1
4768,B,Ship,4,1,194,3,medium,F,9,5804,0
4769,C,Road,4,5,273,2,low,F,9,5724,0
4770,F,Road,4,4,259,2,medium,F,8,4672,0
4771,D,Road,4,5,180,3,medium,F,1,5088,0
4772,F,Road,5,4,251,2,low,F,3,5347,1
4773,A,Road,5,3,269,3,low,F,8,4811,0
4774,B,Road,6,3,274,6,medium,F,1,4632,0
4775,C,Road,5,2,250,2,medium,F,6,5565,0
4776,F,Road,3,3,265,3,medium,F,3,5241,0
4777,D,Road,4,5,169,10,medium,F,6,4385,0
4778,F,Road,3,3,211,3,high,F,4,4354,1
4779,A,Road,4,1,245,2,low,M,5,5324,1
4780,B,Road,4,5,188,2,low,F,4,4433,0
4781,C,Road,3,5,244,2,medium,M,8,5715,1
4782,F,Road,3,4,233,3,medium,F,10,4626,0
4783,D,Road,3,4,144,3,medium,M,8,5867,1
4784,F,Road,3,1,221,2,low,F,7,5320,0
4785,A,Road,3,5,267,2,high,M,1,4195,1
4786,B,Road,3,4,211,3,high,M,1,5144,0
4787,C,Road,4,4,205,3,low,M,6,4254,0
4788,F,Road,3,2,144,3,high,F,9,4428,1
4789,D,Road,3,4,195,7,medium,F,9,5829,0
4790,F,Road,5,3,232,7,medium,M,6,5285,1
4791,A,Flight,5,1,199,10,medium,F,8,4140,0
4792,B,Flight,5,5,232,3,low,F,3,5718,1
4793,C,Flight,5,3,272,2,low,F,4,5112,0
4794,F,Flight,2,2,167,2,medium,F,3,5894,1
4795,D,Flight,3,3,272,8,high,M,7,5257,1
4796,F,Flight,6,4,247,4,low,F,2,1326,0
4797,A,Flight,5,2,275,4,medium,F,10,1141,1
4798,B,Flight,6,5,291,4,low,M,9,1413,0
4799,C,Flight,6,1,265,4,low,F,7,1644,1
4800,F,Flight,7,2,250,5,medium,M,9,1327,0
4801,D,Flight,7,1,291,4,low,M,2,1216,1
4802,F,Flight,6,1,255,4,low,F,2,1385,0
4803,A,Flight,6,2,290,4,medium,F,9,1339,0
4804,B,Flight,6,3,247,4,medium,F,4,1476,1
4805,C,Flight,6,2,152,2,low,F,9,1993,0
4806,F,Flight,7,5,278,4,low,F,5,1572,1
4807,D,Flight,6,1,260,4,medium,F,2,1131,0
4808,F,Flight,6,3,254,4,low,M,6,1335,0
4809,A,Flight,2,4,151,4,low,F,6,1803,0
4810,B,Flight,2,5,198,2,medium,M,4,1913,1
4811,C,Flight,6,4,243,4,low,M,9,1353,1
4812,F,Flight,6,5,245,4,low,F,8,1403,0
4813,D,Ship,6,4,300,4,low,F,8,1301,1
4814,F,Ship,6,1,303,4,medium,F,10,1003,0
4815,A,Ship,7,3,286,4,low,F,3,1670,0
4816,B,Ship,7,2,248,4,medium,F,1,1163,1
